,numid,list,messageid,senderaliasid,senderalias,referenceid,recipaliasid,recipalias,datetime,subject,body,from_commit
49,631123,147,1081878898.2266.11.camel@gideon.rkunet.org,21601,Rolf Kulemann,407C25FA.5040300@wyona.com,29.0,Michael Wechner,2004-04-13 10:54:58-07,Re: Clone Proposal,"On Tue, 2004-04-13 at 19:40, Michael Wechner wrote:
> Rolf Kulemann wrote:
> 
> >
> >Can u please explain what they are for?
> >
> 
> very little changes in order to show people the idea of cloning a 
> publication, e.g.
> 
> michi@neptun:~/src/cocoon-lenya$ ls src/webapp/lenya/pubs/my-default/
> publication.xml  xslt
> michi@neptun:~/src/cocoon-lenya$ ls src/webapp/lenya/pubs/my-default/xslt/
> page2xhtml.xsl

Ah yes ok. 
+1 to add my-* pubs :)

-- 
Regards,

    Rolf Kulemann


---------------------------------------------------------------------
To unsubscribe, e-mail: lenya-dev-unsubscribe@cocoon.apache.org
For additional commands, e-mail: lenya-dev-help@cocoon.apache.org


",f
50,26646,54,JIRA.13110079.1508264991000.10779.1508439180612@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13110079.1508264991000@Atlassian.JIRA,,,2017-10-19 11:53:00-07,"[jira] [Commented] (AIRFLOW-1726) Copy Expert command for Postgres
 Hook","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1726?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16211542#comment-16211542 ] 

ASF subversion and git services commented on AIRFLOW-1726:
----------------------------------------------------------

Commit 8a4ad30104d9e05589167ec0cde53ad941b9a1f7 in incubator-airflow''s branch refs/heads/v1-9-test from [~andyxhadji]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=8a4ad30 ]

[AIRFLOW-1726] Add copy_expert psycopg2 method to PostgresHook

Executes SQL using psycopg2 copy_expert method
Necessary to execute COPY command without access to a superuser

Closes #2698 from andyxhadji/AIRFLOW-1726

(cherry picked from commit 6372770be6aab67654cede81d6b027a838077a8a)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Copy Expert command for Postgres Hook
> -------------------------------------
>
>                 Key: AIRFLOW-1726
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1726
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> The Copy command is useful for postgres users, and it''s client-based version ""\COPY"" can be frustrating to use due to python escape character shenanigans. Fortunately, psycopg2 supports a copy_expert method that simplifies the command and it''s options, so I think it would be a useful addition to the PostgresHook.
> I''m working on the PR now, will post here when complete.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
51,26647,54,JIRA.13110079.1508264991000.10792.1508439180790@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13110079.1508264991000@Atlassian.JIRA,,,2017-10-19 11:53:00-07,"[jira] [Resolved] (AIRFLOW-1726) Copy Expert command for Postgres
 Hook","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1726?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1726.
-------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.9.0

Issue resolved by pull request #2698
[https://github.com/apache/incubator-airflow/pull/2698]

> Copy Expert command for Postgres Hook
> -------------------------------------
>
>                 Key: AIRFLOW-1726
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1726
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> The Copy command is useful for postgres users, and it''s client-based version ""\COPY"" can be frustrating to use due to python escape character shenanigans. Fortunately, psycopg2 supports a copy_expert method that simplifies the command and it''s options, so I think it would be a useful addition to the PostgresHook.
> I''m working on the PR now, will post here when complete.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
52,26648,54,JIRA.13110079.1508264991000.10781.1508439180626@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13110079.1508264991000@Atlassian.JIRA,,,2017-10-19 11:53:00-07,"[jira] [Commented] (AIRFLOW-1726) Copy Expert command for Postgres
 Hook","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1726?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16211543#comment-16211543 ] 

ASF subversion and git services commented on AIRFLOW-1726:
----------------------------------------------------------

Commit 8a4ad30104d9e05589167ec0cde53ad941b9a1f7 in incubator-airflow''s branch refs/heads/v1-9-test from [~andyxhadji]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=8a4ad30 ]

[AIRFLOW-1726] Add copy_expert psycopg2 method to PostgresHook

Executes SQL using psycopg2 copy_expert method
Necessary to execute COPY command without access to a superuser

Closes #2698 from andyxhadji/AIRFLOW-1726

(cherry picked from commit 6372770be6aab67654cede81d6b027a838077a8a)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Copy Expert command for Postgres Hook
> -------------------------------------
>
>                 Key: AIRFLOW-1726
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1726
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> The Copy command is useful for postgres users, and it''s client-based version ""\COPY"" can be frustrating to use due to python escape character shenanigans. Fortunately, psycopg2 supports a copy_expert method that simplifies the command and it''s options, so I think it would be a useful addition to the PostgresHook.
> I''m working on the PR now, will post here when complete.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
53,26649,54,JIRA.13110771.1508440455000.10987.1508440500725@Atlassian.JIRA,2292,Andy Hadjigeorgiou (JIRA),JIRA.13110771.1508440455000@Atlassian.JIRA,,,2017-10-19 12:15:00-07,"[jira] [Work started] (AIRFLOW-1739) Cleanup naming ambiguity with
 TestDbApiHook test class","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1739?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Work on AIRFLOW-1739 started by Andy Hadjigeorgiou.
---------------------------------------------------
> Cleanup naming ambiguity with TestDbApiHook test class
> ------------------------------------------------------
>
>                 Key: AIRFLOW-1739
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1739
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Andy Hadjigeorgiou
>            Assignee: Andy Hadjigeorgiou
>            Priority: Trivial
>
> The TestDbApiHook class creates a class whose name is TestDBApiHook - I''m proposing a simple naming change to make sure the two are distinguishable.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
54,26650,54,JIRA.13110771.1508440455000.10984.1508440500491@Atlassian.JIRA,2292,Andy Hadjigeorgiou (JIRA),JIRA.13110771.1508440455000@Atlassian.JIRA,,,2017-10-19 12:15:00-07,"[jira] [Created] (AIRFLOW-1739) Cleanup naming ambiguity with
 TestDbApiHook test class","Andy Hadjigeorgiou created AIRFLOW-1739:
-------------------------------------------

             Summary: Cleanup naming ambiguity with TestDbApiHook test class
                 Key: AIRFLOW-1739
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1739
             Project: Apache Airflow
          Issue Type: Bug
            Reporter: Andy Hadjigeorgiou
            Assignee: Andy Hadjigeorgiou
            Priority: Trivial


The TestDbApiHook class creates a class whose name is TestDBApiHook - I''m proposing a simple naming change to make sure the two are distinguishable.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
55,26651,54,JIRA.13109034.1507839702000.11692.1508444520305@Atlassian.JIRA,2240,Steve Jacobs (JIRA),JIRA.13109034.1507839702000@Atlassian.JIRA,,,2017-10-19 13:22:00-07,"[jira] [Commented] (AIRFLOW-1711) Ldap Attributes not always a
 ""list"" part 2","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1711?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16211671#comment-16211671 ] 

Steve Jacobs commented on AIRFLOW-1711:
---------------------------------------

I''ve opened a PR with a fix for this issue. 

> Ldap Attributes not always a ""list"" part 2
> ------------------------------------------
>
>                 Key: AIRFLOW-1711
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1711
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: contrib
>    Affects Versions: Airflow 1.7.1
>         Environment: Linux + Active Directory
>            Reporter: Steve Jacobs
>
> in the LDAP auth module
> `group_contains_user` checks for `resp[''attributes''].get(user_name_attr)[0] == username`
> Some Ldaps apparently have this as a simple string
> `resp[''attributes''].get(user_name_attr) == username` 
> also should be checked. 
> But really a test should be done to see if the return is a ''list'' and perform the check differently. If its not a list, python will check both arguments and exit with an error. 



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
56,26652,54,JIRA.13110799.1508447038000.12225.1508447040192@Atlassian.JIRA,1375,Joy Gao (JIRA),JIRA.13110799.1508447038000@Atlassian.JIRA,,,2017-10-19 14:04:00-07,[jira] [Created] (AIRFLOW-1740) Cannot add XCOM via UI,"Joy Gao created AIRFLOW-1740:
--------------------------------

             Summary: Cannot add XCOM via UI
                 Key: AIRFLOW-1740
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1740
             Project: Apache Airflow
          Issue Type: Bug
    Affects Versions: 1.9.0
            Reporter: Joy Gao
            Priority: Minor


I cannot create/update XCOM via UI. 

When attempting to update an existing dag''s xcom, the following error is received:

{code:java}
Failed to update record. (builtins.TypeError) string argument without an encoding [SQL: ''UPDATE xcom SET value=%%%%s WHERE xcom.id = %%%%s''] [parameters: [{''xcom_id'': 165, ''value'': ""b''\\x80\\x03J+\\x92\\xdbYa.''""}]]
{code}

And for creating a new xcom:


{code:java}
Failed to create record. (builtins.TypeError) string argument without an encoding [SQL: ''INSERT INTO xcom (`key`, value, timestamp, execution_date, task_id, dag_id) VALUES (%%%%s, %%%%s, now(), %%%%s, %%%%s, %%%%s)''] [parameters: [{''execution_date'': datetime.datetime(2017, 10, 7, 1, 1), ''value'': ''bar'', ''task_id'': ''test_task'', ''key'': ''foo'', ''dag_id'': ''test_dag''}]]
{code}







--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
57,26653,54,JIRA.13110799.1508447038000.12281.1508447340976@Atlassian.JIRA,1375,Joy Gao (JIRA),JIRA.13110799.1508447038000@Atlassian.JIRA,,,2017-10-19 14:09:00-07,[jira] [Updated] (AIRFLOW-1740) Cannot add XCOM via UI in PY3,"
     [ https://issues.apache.org/jira/browse/AIRFLOW-1740?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Joy Gao updated AIRFLOW-1740:
-----------------------------
    Summary: Cannot add XCOM via UI in PY3  (was: Cannot add XCOM via UI)

> Cannot add XCOM via UI in PY3
> -----------------------------
>
>                 Key: AIRFLOW-1740
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1740
>             Project: Apache Airflow
>          Issue Type: Bug
>    Affects Versions: 1.9.0
>         Environment: PY3
>            Reporter: Joy Gao
>            Priority: Minor
>
> I cannot create/update XCOM via UI in PY3.
> When attempting to update an existing dag''s xcom, the following error is received:
> {code:java}
> Failed to update record. (builtins.TypeError) string argument without an encoding [SQL: ''UPDATE xcom SET value=%%%%s WHERE xcom.id = %%%%s''] [parameters: [{''xcom_id'': 165, ''value'': ""b''\\x80\\x03J+\\x92\\xdbYa.''""}]]
> {code}
> And for creating a new xcom:
> {code:java}
> Failed to create record. (builtins.TypeError) string argument without an encoding [SQL: ''INSERT INTO xcom (`key`, value, timestamp, execution_date, task_id, dag_id) VALUES (%%%%s, %%%%s, now(), %%%%s, %%%%s, %%%%s)''] [parameters: [{''execution_date'': datetime.datetime(2017, 10, 7, 1, 1), ''value'': ''bar'', ''task_id'': ''test_task'', ''key'': ''foo'', ''dag_id'': ''test_dag''}]]
> {code}



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
58,26654,54,JIRA.13110799.1508447038000.12279.1508447340956@Atlassian.JIRA,1375,Joy Gao (JIRA),JIRA.13110799.1508447038000@Atlassian.JIRA,,,2017-10-19 14:09:00-07,[jira] [Updated] (AIRFLOW-1740) Cannot add XCOM via UI,"
     [ https://issues.apache.org/jira/browse/AIRFLOW-1740?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Joy Gao updated AIRFLOW-1740:
-----------------------------
    Environment: PY3
    Description: 
I cannot create/update XCOM via UI in PY3.

When attempting to update an existing dag''s xcom, the following error is received:

{code:java}
Failed to update record. (builtins.TypeError) string argument without an encoding [SQL: ''UPDATE xcom SET value=%%%%s WHERE xcom.id = %%%%s''] [parameters: [{''xcom_id'': 165, ''value'': ""b''\\x80\\x03J+\\x92\\xdbYa.''""}]]
{code}

And for creating a new xcom:


{code:java}
Failed to create record. (builtins.TypeError) string argument without an encoding [SQL: ''INSERT INTO xcom (`key`, value, timestamp, execution_date, task_id, dag_id) VALUES (%%%%s, %%%%s, now(), %%%%s, %%%%s, %%%%s)''] [parameters: [{''execution_date'': datetime.datetime(2017, 10, 7, 1, 1), ''value'': ''bar'', ''task_id'': ''test_task'', ''key'': ''foo'', ''dag_id'': ''test_dag''}]]
{code}





  was:
I cannot create/update XCOM via UI. 

When attempting to update an existing dag''s xcom, the following error is received:

{code:java}
Failed to update record. (builtins.TypeError) string argument without an encoding [SQL: ''UPDATE xcom SET value=%%%%s WHERE xcom.id = %%%%s''] [parameters: [{''xcom_id'': 165, ''value'': ""b''\\x80\\x03J+\\x92\\xdbYa.''""}]]
{code}

And for creating a new xcom:


{code:java}
Failed to create record. (builtins.TypeError) string argument without an encoding [SQL: ''INSERT INTO xcom (`key`, value, timestamp, execution_date, task_id, dag_id) VALUES (%%%%s, %%%%s, now(), %%%%s, %%%%s, %%%%s)''] [parameters: [{''execution_date'': datetime.datetime(2017, 10, 7, 1, 1), ''value'': ''bar'', ''task_id'': ''test_task'', ''key'': ''foo'', ''dag_id'': ''test_dag''}]]
{code}






> Cannot add XCOM via UI
> ----------------------
>
>                 Key: AIRFLOW-1740
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1740
>             Project: Apache Airflow
>          Issue Type: Bug
>    Affects Versions: 1.9.0
>         Environment: PY3
>            Reporter: Joy Gao
>            Priority: Minor
>
> I cannot create/update XCOM via UI in PY3.
> When attempting to update an existing dag''s xcom, the following error is received:
> {code:java}
> Failed to update record. (builtins.TypeError) string argument without an encoding [SQL: ''UPDATE xcom SET value=%%%%s WHERE xcom.id = %%%%s''] [parameters: [{''xcom_id'': 165, ''value'': ""b''\\x80\\x03J+\\x92\\xdbYa.''""}]]
> {code}
> And for creating a new xcom:
> {code:java}
> Failed to create record. (builtins.TypeError) string argument without an encoding [SQL: ''INSERT INTO xcom (`key`, value, timestamp, execution_date, task_id, dag_id) VALUES (%%%%s, %%%%s, now(), %%%%s, %%%%s, %%%%s)''] [parameters: [{''execution_date'': datetime.datetime(2017, 10, 7, 1, 1), ''value'': ''bar'', ''task_id'': ''test_task'', ''key'': ''foo'', ''dag_id'': ''test_dag''}]]
> {code}



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
